REVIEW ID,SOURCE,REVIEW BY,REVIEW DATE,REVIEW SUBJECT,text,REVIEW RATING,REVIEW TYPE
1196,Trip Advisor,Vs N,2/20/13,Pretty disappointing experience - no religious fervour,"I visited the temple in January 2013. At first sight, you cannot but notice the strict security controls. The path to the temple is clearly through many steps and everything is commercialised. One has to perforce chant the Hare krishna mantra, even if one does not wish to, forced by the Hare Krishna monks, who thrust a card into your hands in one of the stations inside. There is a special darshan for people who can pay cash of Rs 500, which is atrocious. The entry to the temple is regulated at every point and it does not give a good feeling at all. Also, the eateries and the many shops within the temple fail to induce any religious fervour. I felt thoroughly disappointed with the whole experience and would never go back. The ISKCON temple in Juhu is more laid back and that experience is more suited to calming the senses.",1,NEGATIVE
790,Trip Advisor,SANKAR1161,2/23/13,Must visit temple in bengaluru,well maintained with spiritual chants all around. even the pond is clean . the prasaadham is also very tasty.,5,POSITIVE
1197,Trip Advisor,SANKAR1161,2/23/13,Must visit temple in bengaluru,well maintained with spiritual chants all around. even the pond is clean . the prasaadham is also very tasty.,5,POSITIVE
809,Trip Advisor,vinod t,2/25/13,Heaven on Earth,"The location, the greenery,the flooring and the idol gives you a hint of how the heaven might look like.",5,POSITIVE
1198,Trip Advisor,vinod t,2/25/13,Heaven on Earth,"The location, the greenery,the flooring and the idol gives you a hint of how the heaven might look like.",5,POSITIVE
810,Trip Advisor,Da_YguY,3/1/13,Very neat place to see,"Make the time to see this landmark, it really is better in person as its details are so immense that most visitors leave saying ""Wow"".",4,POSITIVE
1199,Trip Advisor,Da_YguY,3/1/13,Very neat place to see,"Make the time to see this landmark, it really is better in person as its details are so immense that most visitors leave saying ""Wow"".",4,POSITIVE
811,Trip Advisor,CasperH4040,3/2/13,Serene and peace giving,"The temple is a fantastic piece of holy architecture, elegantly combining an exterior of glass with wood, gold and gems for the insides. The prayer rooms, one more gorgeous than the other, are overwhelming with their decorations, with the main chamber being such a view, it cannot be described in word. You have to go see this! Funny thing with the bazaar-like halls after the main chamber, offering all you can imagine from books over hand-cut figurines, to t-shirts and even animated Krishna DVDs,",5,POSITIVE
1200,Trip Advisor,CasperH4040,3/2/13,Serene and peace giving,"The temple is a fantastic piece of holy architecture, elegantly combining an exterior of glass with wood, gold and gems for the insides. The prayer rooms, one more gorgeous than the other, are overwhelming with their decorations, with the main chamber being such a view, it cannot be described in word. You have to go see this! Funny thing with the bazaar-like halls after the main chamber, offering all you can imagine from books over hand-cut figurines, to t-shirts and even animated Krishna DVDs, introducing the belief to children. End your by contributing to the temple - if not to support the local monks, then at least to contribute to the work they do, among other producing food for 300,000 poor children in Bengaluru every day.",5,POSITIVE
710,Trip Advisor,bigbobadams,3/7/13,let down,"We to visit, but was closed during our visit in the afternoon. Ate at the canteen and had terrible service. We kept getting cut in line for our thali lunch. Very frustrating experience. Makes me not want to go back and visit the temple.",3,NEGATIVE
1201,Trip Advisor,bigbobadams,3/7/13,let down,"We to visit, but was closed during our visit in the afternoon. Ate at the canteen and had terrible service. We kept getting cut in line for our thali lunch. Very frustrating experience. Makes me not want to go back and visit the temple.",3,NEGATIVE
542,Trip Advisor,Smit0811,3/10/13,Spiritual hype,"I have always hated the religious places with too much of commercial fervor. And this place top the all, its nothing but a giant shopping complex in the shape of a temple! Oh Lord Krishna, please forgive me.",2,NEGATIVE
1202,Trip Advisor,Smit0811,3/10/13,Spiritual hype,"I have always hated the religious places with too much of commercial fervor. And this place top the all, its nothing but a giant shopping complex in the shape of a temple! Oh Lord Krishna, please forgive me.",2,NEGATIVE
561,Trip Advisor,krish_rdkb,3/14/13,Great Place to Visit :),"If you are on a path of Bhakthi, this is good place for your progress! Idols in this temple are very attractive and Place is very scenic. Live bhajans are going at the time of our visit.",5,POSITIVE
1203,Trip Advisor,krish_rdkb,3/14/13,Great Place to Visit :),"If you are on a path of Bhakthi, this is good place for your progress! Idols in this temple are very attractive and Place is very scenic. Live bhajans are going at the time of our visit.",5,POSITIVE
562,Trip Advisor,danolear,3/15/13,Krishna Krishna- hare hare,"This is such a legendary place and I couldn't help myself but get happily exited for having an opportunity to visit. We arrived at the late PM hours, were very exhausted from the bumpy travel from Tamil Nadu, so my experience would have been maybe different if I had visited under the different circumstances? I remember recorded tune of "" hare krishna"" mantra coming from the speakers - all over . I also remember the big line to get in ,regular drill"" shoes off, camera checked... + tons of enthusi",4,MIXED
1204,Trip Advisor,danolear,3/15/13,Krishna Krishna- hare hare,"This is such a legendary place and I couldn't help myself but get happily exited for having an opportunity to visit. We arrived at the late PM hours, were very exhausted from the bumpy travel from Tamil Nadu, so my experience would have been maybe different if I had visited under the different circumstances? I remember recorded tune of "" hare krishna"" mantra coming from the speakers - all over . I also remember the big line to get in ,regular drill"" shoes off, camera checked... + tons of enthusiastic western tourists all over. Many of them dressed as hippies :) .Temple itself is mesmerizing but too many things were going on it wasn't as easy to get in touch with inner spirituality as it was at many others temples. I wish it was less commercialized - but I am still glad I went.",4,MIXED
563,Trip Advisor,TravellingMalaysian,3/17/13,Beautiful temple - a must see,"This is my second time visiting ISKCON and it is still an amazing place to be . Though I am not a follower of Hare Krishna, the temple is so serene and beautiful that you cannot help falling in live with it. Getting there is a breeze so if you have hired a car etc , most would know to get you there. Place is very organised so as you enter you can leave you shoes ; you will be issued a ticket for this . But you are also required to leave behind your camera which is a shame but a common practice",5,POSITIVE
1205,Trip Advisor,TravellingMalaysian,3/17/13,Beautiful temple - a must see when you are in Bangalore?,"This is my second time visiting ISKCON and it is still an amazing place to be . Though I am not a follower of Hare Krishna, the temple is so serene and beautiful that you cannot help falling in live with it. Getting there is a breeze so if you have hired a car etc , most would know to get you there. Place is very organised so as you enter you can leave you shoes ; you will be issued a ticket for this . But you are also required to leave behind your camera which is a shame but a common practice when you visit places of worship. Inside you would make you way through a series of plateau where you will see different deities as you make you way up. The building and surrounding is so clean and nice with marble / granit flooring everywhere. The main building is the top where you will find deities of Krishna . The strong wind that blows right through the building is very fresh and serene ...it is a wonderful feeling and you must stand there and appreciate this .. Once you have touring the main building you would be lead through a series of shops selling religious books, sweets and food till it brings you back to the place you left our shoes!. You can collect your camera and click away once you outside- get a zoom lens .",5,POSITIVE
564,Trip Advisor,Ravi C,3/18/13,Good Place to Visit,"I liked the temple's peace & quite but while coming out of the temple, I felt it is too commercialized.",4,MIXED
1206,Trip Advisor,Ravi C,3/18/13,Good Place to Visit,"I liked the temple's peace & quite but while coming out of the temple, I felt it is too commercialized.",4,MIXED
565,Trip Advisor,Arun05,3/23/13,Hare Ram Hare Krishna,Something we feel different after chanting the words of krishna for 108 times while crossing the 108 steps.............Even though temple is too commercialised I am so excited by seeing the excellent old traidition...........morning 4:15 Am Dharsan is so marvelous I didnt see tht type of dharsan anywhere in my life ...,4,MIXED
1207,Trip Advisor,Arun05,3/23/13,Hare Ram Hare Krishna,Something we feel different after chanting the words of krishna for 108 times while crossing the 108 steps.............Even though temple is too commercialised I am so excited by seeing the excellent old traidition...........morning 4:15 Am Dharsan is so marvelous I didnt see tht type of dharsan anywhere in my life ...,4,MIXED
566,Trip Advisor,Gauramarket,3/30/13,Radha Krishna Temple in Bangal,"Visited the temple in February 2013, his beauty surpassed all expectations, perhaps, this temple is the most beautiful of all seen me. Impresses the same organization, for that would get in a few laps must read the Maha mantra Hare Krishna, which would acquire the necessary state of mind. A visitor to the temple rises gradually from the bottom up, first receives preliminary darshan of Srinivasa, when it appears in the altar room, it exceeds all expectations, the temple was built in full accordan",5,POSITIVE
567,Trip Advisor,Gauramarket,3/30/13,Radha Krishna Temple in Bangal,"Visited the temple in February 2013, his beauty surpassed all expectations, perhaps, this temple is the most beautiful of all seen me. Impresses the same organization, for that would get in a few laps must read the Maha mantra Hare Krishna, which would acquire the necessary state of mind. A visitor to the temple rises gradually from the bottom up, first receives preliminary darshan of Srinivasa, when it appears in the altar room, it exceeds all expectations, the temple was built in full accordan",5,POSITIVE
1208,Trip Advisor,Gauramarket,3/30/13,Radha Krishna Temple in Bangalore,"Visited the temple in February 2013, his beauty surpassed all expectations, perhaps, this temple is the most beautiful of all seen me. Impresses the same organization, for that would get in a few laps must read the Maha mantra Hare Krishna, which would acquire the necessary state of mind. A visitor to the temple rises gradually from the bottom up, first receives preliminary darshan of Srinivasa, when it appears in the altar room, it exceeds all expectations, the temple was built in full accordance with the tradition of Vastu, the sun shines from the east at sunrise, at sunset in the west - very nice. In the center of deities Radha Krishna ...... After visiting the altar, when visitors go down, it is possible to buy souvenirs and luxury MAHAPRASAD ...",5,POSITIVE
1209,Trip Advisor,Gauramarket,3/30/13,Radha Krishna Temple in Bangalores,"Visited the temple in February 2013, his beauty surpassed all expectations, perhaps, this temple is the most beautiful of all seen me. Impresses the same organization, for that would get in a few laps must read the Maha mantra Hare Krishna, which would acquire the necessary state of mind. A visitor to the temple rises gradually from the bottom up, first receives preliminary darshan of Srinivasa, when it appears in the altar room, it exceeds all expectations, the temple was built in full accordance with the tradition of Vastu, the sun shines from the east at sunrise, at sunset in the west - very nice. In the center of deities Radha Krishna ...... After visiting the altar, when visitors go down, it is possible to buy souvenirs and luxury MAHAPRASAD ...",5,POSITIVE
568,Trip Advisor,DolphinD,3/31/13,"Wonderful experience, enjoyed","On a visit to Bangalore a colleague offered to take me to ""ISTKON"" which I had never heard of so I went with no idea what to expect. If you are a visitor to India I do suggest hiring a reliable driver even if it's just the cab driver you've already ridden with, as leaving this place is could be a potential nightmare of confusion, as other reviewers have claimed. I am not a person who meditates, and had I known this was a Hare Kishna temple before I arrived, I might not have agreed to go. But im",5,MIXED
1210,Trip Advisor,DolphinD,3/31/13,"Wonderful experience, enjoyed by a non-devotee","On a visit to Bangalore a colleague offered to take me to ""ISTKON"" which I had never heard of so I went with no idea what to expect. If you are a visitor to India I do suggest hiring a reliable driver even if it's just the cab driver you've already ridden with, as leaving this place is could be a potential nightmare of confusion, as other reviewers have claimed. I am not a person who meditates, and had I known this was a Hare Kishna temple before I arrived, I might not have agreed to go. But immediately upon arrival I was so moved by the beauty of this temple, which increased as we moved up the many steps through various stages of ritual and observations, that I was completely captivated (in the good sense of the word). At every step it's a rather busy and bustling place, but at the top I chose to sit down on the floor, close my eyes, and try to be silent and still my mind. Suddenly about twenty minutes later my host lightly tapped me on the shoulder and suggested it might be time for us to start heading back. Those twenty minutes for me had flown by in an instant. I think I could have sat there another hour or two, and again, I am NOT someone who would normally do that. I would definitely go back, as there is plenty to see along the way up -- beautiful carvings and monumental architecture. And on leaving, we were handed a portion of rice spiced with some amazing combination of spices that I wish I could duplicate at home. I suspect it was cardomam, cinnamon and maybe cloves, but alas, I have been unable to replicate it at home. Until you have visited it is hard to really describe the magic of this place. But I loved it.",5,MIXED
569,Trip Advisor,BalaHier,4/3/13,Best Place for seeking calmnes,"This was my first visit to Iskcon temple. Right from the time i stepped in the temple, the mind became calmer and calmer and the tensions just evaporated. Would strongly advise a visit to this place for seeking calmness. The idols placed there are also marvellous, just cannot take your eyes off them.",5,POSITIVE
1211,Trip Advisor,BalaHier,4/3/13,Best Place for seeking calmness,"This was my first visit to Iskcon temple. Right from the time i stepped in the temple, the mind became calmer and calmer and the tensions just evaporated. Would strongly advise a visit to this place for seeking calmness. The idols placed there are also marvellous, just cannot take your eyes off them.",5,POSITIVE
570,Trip Advisor,Retinol13,4/4/13,Commercialized but certainly s,"I will agree with many of the other posters that the ubiquitous books, trinkets, idols, etc take away somewhat from the sacredness of the place. Be that as it may it still conveys a sense of spirituality and the sacred energy. People do go there to pray and the temple runs a series of charity programs that support the needy. The temple itself is spectacular in it's size and decor, great frescoes of young Krishna line the walls and the statues are, as one would expect, beautiful. Worth a look, ju",4,MIXED
1212,Trip Advisor,Retinol13,4/4/13,Commercialized but certainly still conveys a sense of the sacred,"I will agree with many of the other posters that the ubiquitous books, trinkets, idols, etc take away somewhat from the sacredness of the place. Be that as it may it still conveys a sense of spirituality and the sacred energy. People do go there to pray and the temple runs a series of charity programs that support the needy. The temple itself is spectacular in it's size and decor, great frescoes of young Krishna line the walls and the statues are, as one would expect, beautiful. Worth a look, just try not to be too perturbed by the sales force.",4,MIXED
571,Trip Advisor,binoy_13,4/7/13,find your peace of mind,"when i first went to ISKON it was a spectacular experience for me. the chanting of mantra while climbing t steps , the magnificent idols, the decoration every thing was amusing me. after my prayer i sat down in the open area and even though it was noisy with kids around , i found the place to be very peaceful. the architecture, facility and the arrangements were just too good. after my prayer i went on to the other section which was sales section which has some unique items. the rates were rea",5,POSITIVE
1213,Trip Advisor,binoy_13,4/7/13,find your peace of mind,"when i first went to ISKON it was a spectacular experience for me. the chanting of mantra while climbing t steps , the magnificent idols, the decoration every thing was amusing me. after my prayer i sat down in the open area and even though it was noisy with kids around , i found the place to be very peaceful. the architecture, facility and the arrangements were just too good. after my prayer i went on to the other section which was sales section which has some unique items. the rates were reasonable. the arrangements for safe locker our belonging and chappals were neat and well arranged overall one of ma best experince",5,POSITIVE
572,Trip Advisor,Cariappa_kp,4/8/13,Nice place but commercialized,Went to this place and found the ambiance and surrounding neat and well maintained till we reach the main place for darshan of Lord krishna but once we are done with darshan and the way out u will found a big shopping mall inside the temple with lot of things sold .. the temple is sacred and give u the spiritual peace but the shopping mall inside take the spirituality out of it for a bit .,3,MIXED
1214,Trip Advisor,Cariappa_kp,4/8/13,Nice place but commercialized,Went to this place and found the ambiance and surrounding neat and well maintained till we reach the main place for darshan of Lord krishna but once we are done with darshan and the way out u will found a big shopping mall inside the temple with lot of things sold .. the temple is sacred and give u the spiritual peace but the shopping mall inside take the spirituality out of it for a bit .,3,MIXED
573,Trip Advisor,sj_sudhir,4/8/13,Magnificent Place.,"A must visit place in Banglore. Magnificent Idol, Get peace of mind by chanting all the mantras at each step. Only thing which is bad is the shopping store at each corner.",4,MIXED
1215,Trip Advisor,sj_sudhir,4/8/13,Magnificent Place.,"A must visit place in Banglore. Magnificent Idol, Get peace of mind by chanting all the mantras at each step. Only thing which is bad is the shopping store at each corner.",4,MIXED
574,Trip Advisor,trav31_pass10n,4/9/13,Temple visit,Good temple visit brings devotion live in you must go on sundays when bhajan happens for long time followed by bhagvatam classes. Must visit place,4,POSITIVE
1216,Trip Advisor,trav31_pass10n,4/9/13,Temple visit,Good temple visit brings devotion live in you must go on sundays when bhajan happens for long time followed by bhagvatam classes. Must visit place,4,POSITIVE
575,Trip Advisor,Deepak_01,4/10/13,Peaceful Temple,"ISKCON ,Bangalore is a beautiful temple on a hillock,nicely done & peaceful ambience.Their lodging section behind the temple complex is also vast.The only hindrance is the commercial activities inside the temple premises,(Selling of various articles & making the devotees forcibly pass through the shops selling these articles enroute to the main temple deity.)",3,MIXED
1217,Trip Advisor,Deepak_01,4/10/13,Peaceful Temple,"ISKCON ,Bangalore is a beautiful temple on a hillock,nicely done & peaceful ambience.Their lodging section behind the temple complex is also vast.The only hindrance is the commercial activities inside the temple premises,(Selling of various articles & making the devotees forcibly pass through the shops selling these articles enroute to the main temple deity.)",3,MIXED
576,Trip Advisor,CharlesManthopil,4/12/13,Nothing divine,this is purely a business center nothing divine in this place the food material;s used are very substandard from govt suppikled ration (public distribution system) illegal use Devotees beware,2,NEGATIVE
1218,Trip Advisor,CharlesManthopil,4/12/13,Nothing divine,this is purely a business center nothing divine in this place the food material;s used are very substandard from govt suppikled ration (public distribution system) illegal use Devotees beware,2,NEGATIVE
560,Trip Advisor,kssagar,4/12/13,A divine place.,"If you are in Bangalore, never miss the opportunity to visit the ISKCON temple. Though I have always opted for the VIP passes, am sure the normal visit is as peaceful and smooth as the VIP. The moment you enter this place, you will get the positive vibrations and feel as if you have entered a different world. The idols of Sri Krishna in different avatars is mesmerizing and would stay with you for a long time. Chanting Hare-Krishna-Hare-Krishna-Krishna-Krishna-Hare-Hare eases every stress and br",5,POSITIVE
1219,Trip Advisor,kssagar,4/12/13,A divine place.,"If you are in Bangalore, never miss the opportunity to visit the ISKCON temple. Though I have always opted for the VIP passes, am sure the normal visit is as peaceful and smooth as the VIP. The moment you enter this place, you will get the positive vibrations and feel as if you have entered a different world. The idols of Sri Krishna in different avatars is mesmerizing and would stay with you for a long time. Chanting Hare-Krishna-Hare-Krishna-Krishna-Krishna-Hare-Hare eases every stress and brings you closer to bhagwan Krishna _/\_",5,POSITIVE
559,Trip Advisor,shikhapassyduggal,4/15/13,Uff what an experience,"Went to there on our 1st anniversary to have god's blessing and believe me its a madness.... we went at slot time of 4 pm onwards and it was crowded and no management to control that.... at the entry of main temple i do not know why were they holding the crowd which irritated us to the highest... we have bought rs 300 coupon for some special entry and prasad, it totally commercialized...they are selling books, food items, paintings etc...making it look like a tourist spot then religious spot...",3,NEGATIVE
1220,Trip Advisor,shikhapassyduggal,4/15/13,Uff what an experience,"Went to there on our 1st anniversary to have god's blessing and believe me its a madness.... we went at slot time of 4 pm onwards and it was crowded and no management to control that.... at the entry of main temple i do not know why were they holding the crowd which irritated us to the highest... we have bought rs 300 coupon for some special entry and prasad, it totally commercialized...they are selling books, food items, paintings etc...making it look like a tourist spot then religious spot... parking is free but they charge rs 2 per pair of shoes for keeping",3,NEGATIVE
543,Trip Advisor,Potla,4/16/13,Simply amazing,There are no words to explain the mystifying experince at the Radha Krishna ISKCON temple. First of all it is huge but the arrangements are fantastic. Leaves you spellbound as you move around. Had a chance to see the evening aarti. There are lot of items to shop for at the temple. Must visit.,5,POSITIVE
1221,Trip Advisor,Potla,4/16/13,Simply amazing,There are no words to explain the mystifying experince at the Radha Krishna ISKCON temple. First of all it is huge but the arrangements are fantastic. Leaves you spellbound as you move around. Had a chance to see the evening aarti. There are lot of items to shop for at the temple. Must visit.,5,POSITIVE
